"STATISTIC","Statistic","TLIST(A1)","CensusYear","C02199V02655","Sex","C02076V03371","Age Last Birthday","C02786V03355","At Each Year of Age","UNIT","VALUE"
"EY007","Population 2011 to 2016","2011","2011","1","Male","035","35 years","22","Population","Number","37144"
"EY007","Population 2011 to 2016","2011","2011","1","Male","035","35 years","23","Population at or under this age","Number","1197719"
"EY007","Population 2011 to 2016","2011","2011","1","Male","035","35 years","24","Population at or over this age","Number","1112124"
"EY007","Population 2011 to 2016","2011","2011","1","Male","036","36 years","22","Population","Number","37020"
"EY007","Population 2011 to 2016","2011","2011","1","Male","036","36 years","23","Population at or under this age","Number","1234739"
"EY007","Population 2011 to 2016","2011","2011","1","Male","036","36 years","24","Population at or over this age","Number","1074980"
"EY007","Population 2011 to 2016","2011","2011","1","Male","037","37 years","22","Population","Number","36251"
"EY007","Population 2011 to 2016","2011","2011","1","Male","037","37 years","23","Population at or under this age","Number","1270990"
"EY007","Population 2011 to 2016","2011","2011","1","Male","037","37 years","24","Population at or over this age","Number","1037960"
"EY007","Population 2011 to 2016","2011","2011","1","Male","038","38 years","22","Population","Number","36328"
"EY007","Population 2011 to 2016","2011","2011","1","Male","038","38 years","23","Population at or under this age","Number","1307318"
"EY007","Population 2011 to 2016","2011","2011","1","Male","038","38 years","24","Population at or over this age","Number","1001709"
"EY007","Population 2011 to 2016","2011","2011","1","Male","039","39 years","22","Population","Number","35494"
"EY007","Population 2011 to 2016","2011","2011","1","Male","039","39 years","23","Population at or under this age","Number","1342812"
"EY007","Population 2011 to 2016","2011","2011","1","Male","039","39 years","24","Population at or over this age","Number","965381"
"EY007","Population 2011 to 2016","2011","2011","1","Male","040","40 years","22","Population","Number","35375"
"EY007","Population 2011 to 2016","2011","2011","1","Male","040","40 years","23","Population at or under this age","Number","1378187"
"EY007","Population 2011 to 2016","2011","2011","1","Male","040","40 years","24","Population at or over this age","Number","929887"
"EY007","Population 2011 to 2016","2011","2011","1","Male","041","41 years","22","Population","Number","34432"
"EY007","Population 2011 to 2016","2011","2011","1","Male","041","41 years","23","Population at or under this age","Number","1412619"
"EY007","Population 2011 to 2016","2011","2011","1","Male","041","41 years","24","Population at or over this age","Number","894512"
"EY007","Population 2011 to 2016","2011","2011","1","Male","042","42 years","22","Population","Number","32768"
"EY007","Population 2011 to 2016","2011","2011","1","Male","042","42 years","23","Population at or under this age","Number","1445387"
"EY007","Population 2011 to 2016","2011","2011","1","Male","042","42 years","24","Population at or over this age","Number","860080"
"EY007","Population 2011 to 2016","2011","2011","1","Male","043","43 years","22","Population","Number","32171"
"EY007","Population 2011 to 2016","2011","2011","1","Male","043","43 years","23","Population at or under this age","Number","1477558"
"EY007","Population 2011 to 2016","2011","2011","1","Male","043","43 years","24","Population at or over this age","Number","827312"
"EY007","Population 2011 to 2016","2011","2011","1","Male","044","44 years","22","Population","Number","31584"
"EY007","Population 2011 to 2016","2011","2011","1","Male","044","44 years","23","Population at or under this age","Number","1509142"
"EY007","Population 2011 to 2016","2011","2011","1","Male","044","44 years","24","Population at or over this age","Number","795141"
"EY007","Population 2011 to 2016","2011","2011","1","Male","045","45 years","22","Population","Number","31285"
"EY007","Population 2011 to 2016","2011","2011","1","Male","045","45 years","23","Population at or under this age","Number","1540427"
"EY007","Population 2011 to 2016","2011","2011","1","Male","045","45 years","24","Population at or over this age","Number","763557"
"EY007","Population 2011 to 2016","2011","2011","1","Male","046","46 years","22","Population","Number","31265"
"EY007","Population 2011 to 2016","2011","2011","1","Male","046","46 years","23","Population at or under this age","Number","1571692"
"EY007","Population 2011 to 2016","2011","2011","1","Male","046","46 years","24","Population at or over this age","Number","732272"
"EY007","Population 2011 to 2016","2011","2011","1","Male","047","47 years","22","Population","Number","30383"
"EY007","Population 2011 to 2016","2011","2011","1","Male","047","47 years","23","Population at or under this age","Number","1602075"
"EY007","Population 2011 to 2016","2011","2011","1","Male","047","47 years","24","Population at or over this age","Number","701007"
"EY007","Population 2011 to 2016","2011","2011","1","Male","048","48 years","22","Population","Number","29703"
"EY007","Population 2011 to 2016","2011","2011","1","Male","048","48 years","23","Population at or under this age","Number","1631778"
"EY007","Population 2011 to 2016","2011","2011","1","Male","048","48 years","24","Population at or over this age","Number","670624"
"EY007","Population 2011 to 2016","2011","2011","1","Male","049","49 years","22","Population","Number","28880"
"EY007","Population 2011 to 2016","2011","2011","1","Male","049","49 years","23","Population at or under this age","Number","1660658"
"EY007","Population 2011 to 2016","2011","2011","1","Male","049","49 years","24","Population at or over this age","Number","640921"
"EY007","Population 2011 to 2016","2011","2011","1","Male","050","50 years","22","Population","Number","29167"
"EY007","Population 2011 to 2016","2011","2011","1","Male","050","50 years","23","Population at or under this age","Number","1689825"
"EY007","Population 2011 to 2016","2011","2011","1","Male","050","50 years","24","Population at or over this age","Number","612041"
"EY007","Population 2011 to 2016","2011","2011","1","Male","051","51 years","22","Population","Number","27888"
"EY007","Population 2011 to 2016","2011","2011","1","Male","051","51 years","23","Population at or under this age","Number","1717713"
"EY007","Population 2011 to 2016","2011","2011","1","Male","051","51 years","24","Population at or over this age","Number","582874"
"EY007","Population 2011 to 2016","2011","2011","1","Male","052","52 years","22","Population","Number","27014"
"EY007","Population 2011 to 2016","2011","2011","1","Male","052","52 years","23","Population at or under this age","Number","1744727"
"EY007","Population 2011 to 2016","2011","2011","1","Male","052","52 years","24","Population at or over this age","Number","554986"
"EY007","Population 2011 to 2016","2011","2011","1","Male","053","53 years","22","Population","Number","26489"
"EY007","Population 2011 to 2016","2011","2011","1","Male","053","53 years","23","Population at or under this age","Number","1771216"
"EY007","Population 2011 to 2016","2011","2011","1","Male","053","53 years","24","Population at or over this age","Number","527972"
"EY007","Population 2011 to 2016","2011","2011","1","Male","054","54 years","22","Population","Number","26179"
"EY007","Population 2011 to 2016","2011","2011","1","Male","054","54 years","23","Population at or under this age","Number","1797395"
"EY007","Population 2011 to 2016","2011","2011","1","Male","054","54 years","24","Population at or over this age","Number","501483"
"EY007","Population 2011 to 2016","2011","2011","1","Male","055","55 years","22","Population","Number","25296"
"EY007","Population 2011 to 2016","2011","2011","1","Male","055","55 years","23","Population at or under this age","Number","1822691"
"EY007","Population 2011 to 2016","2011","2011","1","Male","055","55 years","24","Population at or over this age","Number","475304"
"EY007","Population 2011 to 2016","2011","2011","1","Male","056","56 years","22","Population","Number","25094"
"EY007","Population 2011 to 2016","2011","2011","1","Male","056","56 years","23","Population at or under this age","Number","1847785"
"EY007","Population 2011 to 2016","2011","2011","1","Male","056","56 years","24","Population at or over this age","Number","450008"
"EY007","Population 2011 to 2016","2011","2011","1","Male","057","57 years","22","Population","Number","24252"
"EY007","Population 2011 to 2016","2011","2011","1","Male","057","57 years","23","Population at or under this age","Number","1872037"
"EY007","Population 2011 to 2016","2011","2011","1","Male","057","57 years","24","Population at or over this age","Number","424914"
"EY007","Population 2011 to 2016","2011","2011","1","Male","058","58 years","22","Population","Number","24287"
"EY007","Population 2011 to 2016","2011","2011","1","Male","058","58 years","23","Population at or under this age","Number","1896324"
"EY007","Population 2011 to 2016","2011","2011","1","Male","058","58 years","24","Population at or over this age","Number","400662"
"EY007","Population 2011 to 2016","2011","2011","1","Male","059","59 years","22","Population","Number","23192"
"EY007","Population 2011 to 2016","2011","2011","1","Male","059","59 years","23","Population at or under this age","Number","1919516"
"EY007","Population 2011 to 2016","2011","2011","1","Male","059","59 years","24","Population at or over this age","Number","376375"
"EY007","Population 2011 to 2016","2011","2011","1","Male","060","60 years","22","Population","Number","22906"
"EY007","Population 2011 to 2016","2011","2011","1","Male","060","60 years","23","Population at or under this age","Number","1942422"
"EY007","Population 2011 to 2016","2011","2011","1","Male","060","60 years","24","Population at or over this age","Number","353183"
"EY007","Population 2011 to 2016","2011","2011","1","Male","061","61 years","22","Population","Number","22199"
"EY007","Population 2011 to 2016","2011","2011","1","Male","061","61 years","23","Population at or under this age","Number","1964621"
"EY007","Population 2011 to 2016","2011","2011","1","Male","061","61 years","24","Population at or over this age","Number","330277"
"EY007","Population 2011 to 2016","2011","2011","1","Male","062","62 years","22","Population","Number","22127"
"EY007","Population 2011 to 2016","2011","2011","1","Male","062","62 years","23","Population at or under this age","Number","1986748"
"EY007","Population 2011 to 2016","2011","2011","1","Male","062","62 years","24","Population at or over this age","Number","308078"
"EY007","Population 2011 to 2016","2011","2011","1","Male","063","63 years","22","Population","Number","21679"
"EY007","Population 2011 to 2016","2011","2011","1","Male","063","63 years","23","Population at or under this age","Number","2008427"
"EY007","Population 2011 to 2016","2011","2011","1","Male","063","63 years","24","Population at or over this age","Number","285951"
"EY007","Population 2011 to 2016","2011","2011","1","Male","064","64 years","22","Population","Number","20958"
"EY007","Population 2011 to 2016","2011","2011","1","Male","064","64 years","23","Population at or under this age","Number","2029385"
"EY007","Population 2011 to 2016","2011","2011","1","Male","064","64 years","24","Population at or over this age","Number","264272"
"EY007","Population 2011 to 2016","2011","2011","1","Male","065","65 years","22","Population","Number","19967"
"EY007","Population 2011 to 2016","2011","2011","1","Male","065","65 years","23","Population at or under this age","Number","2049352"
"EY007","Population 2011 to 2016","2011","2011","1","Male","065","65 years","24","Population at or over this age","Number","243314"
"EY007","Population 2011 to 2016","2011","2011","1","Male","066","66 years","22","Population","Number","18209"
"EY007","Population 2011 to 2016","2011","2011","1","Male","066","66 years","23","Population at or under this age","Number","2067561"
"EY007","Population 2011 to 2016","2011","2011","1","Male","066","66 years","24","Population at or over this age","Number","223347"
"EY007","Population 2011 to 2016","2011","2011","1","Male","067","67 years","22","Population","Number","17325"
"EY007","Population 2011 to 2016","2011","2011","1","Male","067","67 years","23","Population at or under this age","Number","2084886"
"EY007","Population 2011 to 2016","2011","2011","1","Male","067","67 years","24","Population at or over this age","Number","205138"
"EY007","Population 2011 to 2016","2011","2011","1","Male","068","68 years","22","Population","Number","16125"
"EY007","Population 2011 to 2016","2011","2011","1","Male","068","68 years","23","Population at or under this age","Number","2101011"
"EY007","Population 2011 to 2016","2011","2011","1","Male","068","68 years","24","Population at or over this age","Number","187813"
"EY007","Population 2011 to 2016","2011","2011","1","Male","069","69 years","22","Population","Number","14672"
"EY007","Population 2011 to 2016","2011","2011","1","Male","069","69 years","23","Population at or under this age","Number","2115683"
"EY007","Population 2011 to 2016","2011","2011","1","Male","069","69 years","24","Population at or over this age","Number","171688"
"EY007","Population 2011 to 2016","2011","2011","1","Male","070","70 years","22","Population","Number","13842"
"EY007","Population 2011 to 2016","2011","2011","1","Male","070","70 years","23","Population at or under this age","Number","2129525"
"EY007","Population 2011 to 2016","2011","2011","1","Male","070","70 years","24","Population at or over this age","Number","157016"
"EY007","Population 2011 to 2016","2011","2011","1","Male","071","71 years","22","Population","Number","13561"
"EY007","Population 2011 to 2016","2011","2011","1","Male","071","71 years","23","Population at or under this age","Number","2143086"
"EY007","Population 2011 to 2016","2011","2011","1","Male","071","71 years","24","Population at or over this age","Number","143174"
"EY007","Population 2011 to 2016","2011","2011","1","Male","072","72 years","22","Population","Number","12822"
"EY007","Population 2011 to 2016","2011","2011","1","Male","072","72 years","23","Population at or under this age","Number","2155908"
"EY007","Population 2011 to 2016","2011","2011","1","Male","072","72 years","24","Population at or over this age","Number","129613"
"EY007","Population 2011 to 2016","2011","2011","1","Male","073","73 years","22","Population","Number","11761"
"EY007","Population 2011 to 2016","2011","2011","1","Male","073","73 years","23","Population at or under this age","Number","2167669"
"EY007","Population 2011 to 2016","2011","2011","1","Male","073","73 years","24","Population at or over this age","Number","116791"
"EY007","Population 2011 to 2016","2011","2011","1","Male","074","74 years","22","Population","Number","11490"
"EY007","Population 2011 to 2016","2011","2011","1","Male","074","74 years","23","Population at or under this age","Number","2179159"
"EY007","Population 2011 to 2016","2011","2011","1","Male","074","74 years","24","Population at or over this age","Number","105030"
"EY007","Population 2011 to 2016","2011","2011","1","Male","075","75 years","22","Population","Number","10771"
"EY007","Population 2011 to 2016","2011","2011","1","Male","075","75 years","23","Population at or under this age","Number","2189930"
"EY007","Population 2011 to 2016","2011","2011","1","Male","075","75 years","24","Population at or over this age","Number","93540"
"EY007","Population 2011 to 2016","2011","2011","1","Male","076","76 years","22","Population","Number","10017"
"EY007","Population 2011 to 2016","2011","2011","1","Male","076","76 years","23","Population at or under this age","Number","2199947"
"EY007","Population 2011 to 2016","2011","2011","1","Male","076","76 years","24","Population at or over this age","Number","82769"
"EY007","Population 2011 to 2016","2011","2011","1","Male","077","77 years","22","Population","Number","9444"
"EY007","Population 2011 to 2016","2011","2011","1","Male","077","77 years","23","Population at or under this age","Number","2209391"
"EY007","Population 2011 to 2016","2011","2011","1","Male","077","77 years","24","Population at or over this age","Number","72752"
"EY007","Population 2011 to 2016","2011","2011","1","Male","078","78 years","22","Population","Number","8532"
"EY007","Population 2011 to 2016","2011","2011","1","Male","078","78 years","23","Population at or under this age","Number","2217923"
"EY007","Population 2011 to 2016","2011","2011","1","Male","078","78 years","24","Population at or over this age","Number","63308"
"EY007","Population 2011 to 2016","2011","2011","1","Male","079","79 years","22","Population","Number","7867"
"EY007","Population 2011 to 2016","2011","2011","1","Male","079","79 years","23","Population at or under this age","Number","2225790"
"EY007","Population 2011 to 2016","2011","2011","1","Male","079","79 years","24","Population at or over this age","Number","54776"
"EY007","Population 2011 to 2016","2011","2011","1","Male","080","80 years","22","Population","Number","7370"
"EY007","Population 2011 to 2016","2011","2011","1","Male","080","80 years","23","Population at or under this age","Number","2233160"
"EY007","Population 2011 to 2016","2011","2011","1","Male","080","80 years","24","Population at or over this age","Number","46909"
"EY007","Population 2011 to 2016","2011","2011","1","Male","081","81 years","22","Population","Number","6374"
"EY007","Population 2011 to 2016","2011","2011","1","Male","081","81 years","23","Population at or under this age","Number","2239534"
"EY007","Population 2011 to 2016","2011","2011","1","Male","081","81 years","24","Population at or over this age","Number","39539"
"EY007","Population 2011 to 2016","2011","2011","1","Male","082","82 years","22","Population","Number","5589"
"EY007","Population 2011 to 2016","2011","2011","1","Male","082","82 years","23","Population at or under this age","Number","2245123"
"EY007","Population 2011 to 2016","2011","2011","1","Male","082","82 years","24","Population at or over this age","Number","33165"
"EY007","Population 2011 to 2016","2011","2011","1","Male","083","83 years","22","Population","Number","4765"
"EY007","Population 2011 to 2016","2011","2011","1","Male","083","83 years","23","Population at or under this age","Number","2249888"
"EY007","Population 2011 to 2016","2011","2011","1","Male","083","83 years","24","Population at or over this age","Number","27576"
"EY007","Population 2011 to 2016","2011","2011","1","Male","084","84 years","22","Population","Number","4325"
"EY007","Population 2011 to 2016","2011","2011","1","Male","084","84 years","23","Population at or under this age","Number","2254213"
"EY007","Population 2011 to 2016","2011","2011","1","Male","084","84 years","24","Population at or over this age","Number","22811"
"EY007","Population 2011 to 2016","2011","2011","1","Male","085","85 years","22","Population","Number","3759"
"EY007","Population 2011 to 2016","2011","2011","1","Male","085","85 years","23","Population at or under this age","Number","2257972"
"EY007","Population 2011 to 2016","2011","2011","1","Male","085","85 years","24","Population at or over this age","Number","18486"
"EY007","Population 2011 to 2016","2011","2011","1","Male","086","86 years","22","Population","Number","3264"
"EY007","Population 2011 to 2016","2011","2011","1","Male","086","86 years","23","Population at or under this age","Number","2261236"
"EY007","Population 2011 to 2016","2011","2011","1","Male","086","86 years","24","Population at or over this age","Number","14727"
"EY007","Population 2011 to 2016","2011","2011","1","Male","087","87 years","22","Population","Number","2645"
"EY007","Population 2011 to 2016","2011","2011","1","Male","087","87 years","23","Population at or under this age","Number","2263881"
"EY007","Population 2011 to 2016","2011","2011","1","Male","087","87 years","24","Population at or over this age","Number","11463"
"EY007","Population 2011 to 2016","2011","2011","1","Male","088","88 years","22","Population","Number","2200"
"EY007","Population 2011 to 2016","2011","2011","1","Male","088","88 years","23","Population at or under this age","Number","2266081"
"EY007","Population 2011 to 2016","2011","2011","1","Male","088","88 years","24","Population at or over this age","Number","8818"
"EY007","Population 2011 to 2016","2011","2011","1","Male","089","89 years","22","Population","Number","1723"
"EY007","Population 2011 to 2016","2011","2011","1","Male","089","89 years","23","Population at or under this age","Number","2267804"
"EY007","Population 2011 to 2016","2011","2011","1","Male","089","89 years","24","Population at or over this age","Number","6618"
"EY007","Population 2011 to 2016","2011","2011","1","Male","090","90 years","22","Population","Number","1405"
"EY007","Population 2011 to 2016","2011","2011","1","Male","090","90 years","23","Population at or under this age","Number","2269209"
"EY007","Population 2011 to 2016","2011","2011","1","Male","090","90 years","24","Population at or over this age","Number","4895"
"EY007","Population 2011 to 2016","2011","2011","1","Male","091","91 years","22","Population","Number","1124"
"EY007","Population 2011 to 2016","2011","2011","1","Male","091","91 years","23","Population at or under this age","Number","2270333"
"EY007","Population 2011 to 2016","2011","2011","1","Male","091","91 years","24","Population at or over this age","Number","3490"
"EY007","Population 2011 to 2016","2011","2011","1","Male","092","92 years","22","Population","Number","763"
"EY007","Population 2011 to 2016","2011","2011","1","Male","092","92 years","23","Population at or under this age","Number","2271096"
"EY007","Population 2011 to 2016","2011","2011","1","Male","092","92 years","24","Population at or over this age","Number","2366"
"EY007","Population 2011 to 2016","2011","2011","1","Male","093","93 years","22","Population","Number","477"
"EY007","Population 2011 to 2016","2011","2011","1","Male","093","93 years","23","Population at or under this age","Number","2271573"
"EY007","Population 2011 to 2016","2011","2011","1","Male","093","93 years","24","Population at or over this age","Number","1603"
"EY007","Population 2011 to 2016","2011","2011","1","Male","094","94 years","22","Population","Number","386"
"EY007","Population 2011 to 2016","2011","2011","1","Male","094","94 years","23","Population at or under this age","Number","2271959"
"EY007","Population 2011 to 2016","2011","2011","1","Male","094","94 years","24","Population at or over this age","Number","1126"
"EY007","Population 2011 to 2016","2011","2011","1","Male","095","95 years","22","Population","Number","272"
"EY007","Population 2011 to 2016","2011","2011","1","Male","095","95 years","23","Population at or under this age","Number","2272231"
"EY007","Population 2011 to 2016","2011","2011","1","Male","095","95 years","24","Population at or over this age","Number","740"
"EY007","Population 2011 to 2016","2011","2011","1","Male","096","96 years","22","Population","Number","178"
"EY007","Population 2011 to 2016","2011","2011","1","Male","096","96 years","23","Population at or under this age","Number","2272409"
"EY007","Population 2011 to 2016","2011","2011","1","Male","096","96 years","24","Population at or over this age","Number","468"
"EY007","Population 2011 to 2016","2011","2011","1","Male","097","97 years","22","Population","Number","119"
"EY007","Population 2011 to 2016","2011","2011","1","Male","097","97 years","23","Population at or under this age","Number","2272528"
"EY007","Population 2011 to 2016","2011","2011","1","Male","097","97 years","24","Population at or over this age","Number","290"
"EY007","Population 2011 to 2016","2011","2011","1","Male","098","98 years","22","Population","Number","64"
"EY007","Population 2011 to 2016","2011","2011","1","Male","098","98 years","23","Population at or under this age","Number","2272592"
"EY007","Population 2011 to 2016","2011","2011","1","Male","098","98 years","24","Population at or over this age","Number","171"
"EY007","Population 2011 to 2016","2011","2011","1","Male","099","99 years","22","Population","Number","49"
"EY007","Population 2011 to 2016","2011","2011","1","Male","099","99 years","23","Population at or under this age","Number","2272641"
"EY007","Population 2011 to 2016","2011","2011","1","Male","099","99 years","24","Population at or over this age","Number","107"
"EY007","Population 2011 to 2016","2011","2011","1","Male","650","100 years and over","22","Population","Number","58"
"EY007","Population 2011 to 2016","2011","2011","1","Male","650","100 years and over","23","Population at or under this age","Number","2272699"
"EY007","Population 2011 to 2016","2011","2011","1","Male","650","100 years and over","24","Population at or over this age","Number","58"
"EY007","Population 2011 to 2016","2011","2011","2","Female","-","All ages","22","Population","Number","2315553"
"EY007","Population 2011 to 2016","2011","2011","2","Female","-","All ages","23","Population at or under this age","Number","2315553"
"EY007","Population 2011 to 2016","2011","2011","2","Female","-","All ages","24","Population at or over this age","Number","2315553"
"EY007","Population 2011 to 2016","2011","2011","2","Female","200","Under 1 year","22","Population","Number","35560"
"EY007","Population 2011 to 2016","2011","2011","2","Female","200","Under 1 year","23","Population at or under this age","Number","35560"
"EY007","Population 2011 to 2016","2011","2011","2","Female","200","Under 1 year","24","Population at or over this age","Number","2315553"
"EY007","Population 2011 to 2016","2011","2011","2","Female","001","1 year","22","Population","Number","35415"
"EY007","Population 2011 to 2016","2011","2011","2","Female","001","1 year","23","Population at or under this age","Number","70975"
"EY007","Population 2011 to 2016","2011","2011","2","Female","001","1 year","24","Population at or over this age","Number","2279993"
"EY007","Population 2011 to 2016","2011","2011","2","Female","002","2 years","22","Population","Number","35413"
"EY007","Population 2011 to 2016","2011","2011","2","Female","002","2 years","23","Population at or under this age","Number","106388"
"EY007","Population 2011 to 2016","2011","2011","2","Female","002","2 years","24","Population at or over this age","Number","2244578"
"EY007","Population 2011 to 2016","2011","2011","2","Female","003","3 years","22","Population","Number","35075"
"EY007","Population 2011 to 2016","2011","2011","2","Female","003","3 years","23","Population at or under this age","Number","141463"
"EY007","Population 2011 to 2016","2011","2011","2","Female","003","3 years","24","Population at or over this age","Number","2209165"
"EY007","Population 2011 to 2016","2011","2011","2","Female","004","4 years","22","Population","Number","32790"
"EY007","Population 2011 to 2016","2011","2011","2","Female","004","4 years","23","Population at or under this age","Number","174253"
"EY007","Population 2011 to 2016","2011","2011","2","Female","004","4 years","24","Population at or over this age","Number","2174090"
"EY007","Population 2011 to 2016","2011","2011","2","Female","005","5 years","22","Population","Number","31738"
"EY007","Population 2011 to 2016","2011","2011","2","Female","005","5 years","23","Population at or under this age","Number","205991"
"EY007","Population 2011 to 2016","2011","2011","2","Female","005","5 years","24","Population at or over this age","Number","2141300"
"EY007","Population 2011 to 2016","2011","2011","2","Female","006","6 years","22","Population","Number","31442"
"EY007","Population 2011 to 2016","2011","2011","2","Female","006","6 years","23","Population at or under this age","Number","237433"
"EY007","Population 2011 to 2016","2011","2011","2","Female","006","6 years","24","Population at or over this age","Number","2109562"
"EY007","Population 2011 to 2016","2011","2011","2","Female","007","7 years","22","Population","Number","31612"
"EY007","Population 2011 to 2016","2011","2011","2","Female","007","7 years","23","Population at or under this age","Number","269045"
"EY007","Population 2011 to 2016","2011","2011","2","Female","007","7 years","24","Population at or over this age","Number","2078120"
"EY007","Population 2011 to 2016","2011","2011","2","Female","008","8 years","22","Population","Number","31238"
"EY007","Population 2011 to 2016","2011","2011","2","Female","008","8 years","23","Population at or under this age","Number","300283"
"EY007","Population 2011 to 2016","2011","2011","2","Female","008","8 years","24","Population at or over this age","Number","2046508"
"EY007","Population 2011 to 2016","2011","2011","2","Female","009","9 years","22","Population","Number","30703"
"EY007","Population 2011 to 2016","2011","2011","2","Female","009","9 years","23","Population at or under this age","Number","330986"
"EY007","Population 2011 to 2016","2011","2011","2","Female","009","9 years","24","Population at or over this age","Number","2015270"
"EY007","Population 2011 to 2016","2011","2011","2","Female","010","10 years","22","Population","Number","29915"
"EY007","Population 2011 to 2016","2011","2011","2","Female","010","10 years","23","Population at or under this age","Number","360901"
"EY007","Population 2011 to 2016","2011","2011","2","Female","010","10 years","24","Population at or over this age","Number","1984567"
"EY007","Population 2011 to 2016","2011","2011","2","Female","011","11 years","22","Population","Number","29720"
"EY007","Population 2011 to 2016","2011","2011","2","Female","011","11 years","23","Population at or under this age","Number","390621"
"EY007","Population 2011 to 2016","2011","2011","2","Female","011","11 years","24","Population at or over this age","Number","1954652"
"EY007","Population 2011 to 2016","2011","2011","2","Female","012","12 years","22","Population","Number","29804"
"EY007","Population 2011 to 2016","2011","2011","2","Female","012","12 years","23","Population at or under this age","Number","420425"
"EY007","Population 2011 to 2016","2011","2011","2","Female","012","12 years","24","Population at or over this age","Number","1924932"
"EY007","Population 2011 to 2016","2011","2011","2","Female","013","13 years","22","Population","Number","29275"
"EY007","Population 2011 to 2016","2011","2011","2","Female","013","13 years","23","Population at or under this age","Number","449700"
"EY007","Population 2011 to 2016","2011","2011","2","Female","013","13 years","24","Population at or over this age","Number","1895128"
"EY007","Population 2011 to 2016","2011","2011","2","Female","014","14 years","22","Population","Number","28701"
"EY007","Population 2011 to 2016","2011","2011","2","Female","014","14 years","23","Population at or under this age","Number","478401"
"EY007","Population 2011 to 2016","2011","2011","2","Female","014","14 years","24","Population at or over this age","Number","1865853"
"EY007","Population 2011 to 2016","2011","2011","2","Female","015","15 years","22","Population","Number","27811"
"EY007","Population 2011 to 2016","2011","2011","2","Female","015","15 years","23","Population at or under this age","Number","506212"
"EY007","Population 2011 to 2016","2011","2011","2","Female","015","15 years","24","Population at or over this age","Number","1837152"
"EY007","Population 2011 to 2016","2011","2011","2","Female","016","16 years","22","Population","Number","27428"
"EY007","Population 2011 to 2016","2011","2011","2","Female","016","16 years","23","Population at or under this age","Number","533640"
"EY007","Population 2011 to 2016","2011","2011","2","Female","016","16 years","24","Population at or over this age","Number","1809341"
"EY007","Population 2011 to 2016","2011","2011","2","Female","017","17 years","22","Population","Number","27265"
"EY007","Population 2011 to 2016","2011","2011","2","Female","017","17 years","23","Population at or under this age","Number","560905"
"EY007","Population 2011 to 2016","2011","2011","2","Female","017","17 years","24","Population at or over this age","Number","1781913"
"EY007","Population 2011 to 2016","2011","2011","2","Female","018","18 years","22","Population","Number","27733"
"EY007","Population 2011 to 2016","2011","2011","2","Female","018","18 years","23","Population at or under this age","Number","588638"
"EY007","Population 2011 to 2016","2011","2011","2","Female","018","18 years","24","Population at or over this age","Number","1754648"
"EY007","Population 2011 to 2016","2011","2011","2","Female","019","19 years","22","Population","Number","28520"
"EY007","Population 2011 to 2016","2011","2011","2","Female","019","19 years","23","Population at or under this age","Number","617158"
"EY007","Population 2011 to 2016","2011","2011","2","Female","019","19 years","24","Population at or over this age","Number","1726915"
"EY007","Population 2011 to 2016","2011","2011","2","Female","020","20 years","22","Population","Number","29754"
"EY007","Population 2011 to 2016","2011","2011","2","Female","020","20 years","23","Population at or under this age","Number","646912"
"EY007","Population 2011 to 2016","2011","2011","2","Female","020","20 years","24","Population at or over this age","Number","1698395"
"EY007","Population 2011 to 2016","2011","2011","2","Female","021","21 years","22","Population","Number","29157"
"EY007","Population 2011 to 2016","2011","2011","2","Female","021","21 years","23","Population at or under this age","Number","676069"
"EY007","Population 2011 to 2016","2011","2011","2","Female","021","21 years","24","Population at or over this age","Number","1668641"
"EY007","Population 2011 to 2016","2011","2011","2","Female","022","22 years","22","Population","Number","29141"
"EY007","Population 2011 to 2016","2011","2011","2","Female","022","22 years","23","Population at or under this age","Number","705210"
"EY007","Population 2011 to 2016","2011","2011","2","Female","022","22 years","24","Population at or over this age","Number","1639484"
"EY007","Population 2011 to 2016","2011","2011","2","Female","023","23 years","22","Population","Number","30482"
"EY007","Population 2011 to 2016","2011","2011","2","Female","023","23 years","23","Population at or under this age","Number","735692"
"EY007","Population 2011 to 2016","2011","2011","2","Female","023","23 years","24","Population at or over this age","Number","1610343"
"EY007","Population 2011 to 2016","2011","2011","2","Female","024","24 years","22","Population","Number","32061"
"EY007","Population 2011 to 2016","2011","2011","2","Female","024","24 years","23","Population at or under this age","Number","767753"
"EY007","Population 2011 to 2016","2011","2011","2","Female","024","24 years","24","Population at or over this age","Number","1579861"
"EY007","Population 2011 to 2016","2011","2011","2","Female","025","25 years","22","Population","Number","33835"
"EY007","Population 2011 to 2016","2011","2011","2","Female","025","25 years","23","Population at or under this age","Number","801588"
"EY007","Population 2011 to 2016","2011","2011","2","Female","025","25 years","24","Population at or over this age","Number","1547800"
"EY007","Population 2011 to 2016","2011","2011","2","Female","026","26 years","22","Population","Number","35242"
"EY007","Population 2011 to 2016","2011","2011","2","Female","026","26 years","23","Population at or under this age","Number","836830"
"EY007","Population 2011 to 2016","2011","2011","2","Female","026","26 years","24","Population at or over this age","Number","1513965"
"EY007","Population 2011 to 2016","2011","2011","2","Female","027","27 years","22","Population","Number","37478"
"EY007","Population 2011 to 2016","2011","2011","2","Female","027","27 years","23","Population at or under this age","Number","874308"
"EY007","Population 2011 to 2016","2011","2011","2","Female","027","27 years","24","Population at or over this age","Number","1478723"
